raw_name,canonical_org,org_type,canonical_homepage_url,facility_name,facility_city,facility_state,facility_country,facility_url,notes
(tons of yards; here’s a dense sample),(tons of yards; here’s a dense sample),Unknown,,,,,US,,
Trademark Metals Recycling (TMR – big chain),Trademark Metals Recycling (TMR – big chain),Scrap Yard,,big chain),,,US,,
SA Recycling (select ports),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(select ports),,,US,,
GLE Scrap Metal (Orlando/Tampa/Jax),GLE Scrap Metal (Orlando/Tampa/Jax),Scrap Yard,,,,,US,,
Trademark Metals Recycling – multiple cities,Trademark Metals Recycling – multiple cities,Scrap Yard,,multiple cities,,,US,,
Jacksonville Scrap / Atlantic Scrap & Salvage,Jacksonville Scrap / Atlantic Scrap & Salvage,Scrap Yard,,,,,US,,
Orlando Scrap Metal Recycling,Orlando Scrap Metal Recycling,Scrap Yard,,,,,US,,
OmniSource (select NE FL),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
Newell Recycling of Florida,Newell Recycling of Florida,Scrap Yard,,,,,US,,
"Scrap It, Inc.","Scrap It, Inc.",Scrap Yard,,,,,US,,
ABC Recycling (Tampa/Orlando area),ABC Recycling (Tampa/Orlando area),Scrap Yard,,,,,US,,
Allied Scrap Processors (Gainesville),Allied Scrap Processors (Gainesville),Scrap Yard,,,,,US,,
"Trademark Metals Recycling – Ft. Myers, Sarasota, etc.","Trademark Metals Recycling – Ft. Myers, Sarasota, etc.",Scrap Yard,,"Ft. Myers, Sarasota, etc.",,,US,,
Sunshine Recycling,Sunshine Recycling,Scrap Yard,,,,,US,,
B&B Recycling,B&B Recycling,Scrap Yard,,,,,US,,
South Florida Scrap Metal,South Florida Scrap Metal,Scrap Yard,,,,,US,,
USA Scrap Metal,USA Scrap Metal,Scrap Yard,,,,,US,,
Miami Scrap Metal Recycling,Miami Scrap Metal Recycling,Scrap Yard,,,,,US,,
Tampa Steel & Supply (more distro but still metals),Tampa Steel & Supply (more distro but still metals),Scrap Yard,,,,,US,,
SA Recycling – Port locations,SA Recycling,Scrap Yard,https://www.sarecycling.com/,Port locations,,,US,,
🚛 Georgia,🚛 Georgia,Unknown,,,,,US,,
SA Recycling (Atlanta),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Atlanta),,,US,,
OmniSource (LaGrange plus affiliates),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
Newell Recycling (Atlanta),Newell Recycling (Atlanta),Scrap Yard,,,,,US,,
"Schnitzer / Radius Recycling (Macon, Augusta)",Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
Davis Recycling (Rome),Davis Recycling (Rome),Scrap Yard,,,,,US,,
Southern Metals Recycling (Savannah),Southern Metals Recycling (Savannah),Scrap Yard,,,,,US,,
SLM Recycling,SLM Recycling,Scrap Yard,,,,,US,,
Atlanta Metals Co.,Atlanta Metals Co.,Scrap Yard,,,,,US,,
All South Metals,All South Metals,Scrap Yard,,,,,US,,
ABC Recycling (Atlanta region),ABC Recycling (Atlanta region),Scrap Yard,,,,,US,,
M&M Recycling,M&M Recycling,Scrap Yard,,,,,US,,
CMC Recycling (Augusta),Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
🚛 Hawaii,🚛 Hawaii,Unknown,,,,,US,,
Schnitzer / Radius Recycling (Honolulu),Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
Island Recycling,Island Recycling,Scrap Yard,,,,,US,,
Honolulu Recovery Systems,Honolulu Recovery Systems,Unknown,,,,,US,,
Aloha Recycling,Aloha Recycling,Scrap Yard,,,,,US,,
Hawaii Metal Recycling Company,Hawaii Metal Recycling Company,Scrap Yard,,,,,US,,
Reynolds Recycling (more beverage containers but still metals),Reynolds Recycling (more beverage containers but still metals),Scrap Yard,,,,,US,,
🚛 Idaho,🚛 Idaho,Unknown,,,,,US,,
Pacific Steel & Recycling (multiple),Pacific Steel & Recycling (multiple),Scrap Yard,,,,,US,,
Idaho Salvage / Idaho Scrap & Recycling,Idaho Salvage / Idaho Scrap & Recycling,Scrap Yard,,,,,US,,
United Metals (Boise area),United Metals (Boise area),Scrap Yard,,,,,US,,
Gem State Metals,Gem State Metals,Scrap Yard,,,,,US,,
Pacific Recycling (Twin Falls),Pacific Recycling (Twin Falls),Scrap Yard,,,,,US,,
All Metals Recycling (Idaho Falls),All Metals Recycling (Idaho Falls),Scrap Yard,,,,,US,,
🚛 Illinois,🚛 Illinois,Unknown,,,,,US,,
(you wanted these already; condensed recap),(you wanted these already; condensed recap),Unknown,,,,,US,,
Alter Trading,Alter Trading Corporation,Scrap Yard,https://www.altertrading.com/,,,,US,,
Behr Iron & Metal,Behr Iron & Metal,Scrap Yard,https://www.behrim.com/,,,,US,,
Belson Steel,Belson Steel,Unknown,,,,,US,,
Central Metal Recycling,Central Metal Recycling,Scrap Yard,,,,,US,,
All American Recycling,All American Recycling,Scrap Yard,,,,,US,,
American Scrap Metal,American Scrap Metal,Scrap Yard,,,,,US,,
River Metals Recycling,River Metals Recycling (RMR),Scrap Yard,https://www.rmrecycling.com/,,,,US,,
Legacy Scrap,Legacy Scrap,Scrap Yard,,,,,US,,
Quincy Recycle,Quincy Recycle,Unknown,,,,,US,,
Mervis Recycling,Mervis Recycling,Scrap Yard,,,,,US,,
Scrap Metal Services (SMS),Scrap Metal Services (SMS),Scrap Yard,,,,,US,,
Springfield Iron & Metal,Springfield Iron & Metal,Scrap Yard,,,,,US,,
Rock Island Recycling,Rock Island Recycling,Scrap Yard,,,,,US,,
Quad City Metal Recycling,Quad City Metal Recycling,Scrap Yard,,,,,US,,
Kankakee Recycling,Kankakee Recycling,Scrap Yard,,,,,US,,
Joliet Iron & Metal,Joliet Iron & Metal,Scrap Yard,,,,,US,,
Will County Scrap,Will County Scrap,Scrap Yard,,,,,US,,
Aurora Metal Recycling,Aurora Metal Recycling,Scrap Yard,,,,,US,,
Elgin Recycling,Elgin Recycling,Scrap Yard,,,,,US,,
Elgin Recycling (multiple locations),Elgin Recycling (multiple locations),Scrap Yard,,,,,US,,
Chicago Heights Steel & Scrap,Chicago Heights Steel & Scrap,Scrap Yard,,,,,US,,
Cal City Scrap,Cal City Scrap,Scrap Yard,,,,,US,,
Blue Island Recycling,Blue Island Recycling,Scrap Yard,,,,,US,,
"Numerous city-named “Metal Recycling” yards (Skokie, Evanston, Des Plaines, etc.)","Numerous city-named “Metal Recycling” yards (Skokie, Evanston, Des Plaines, etc.)",Scrap Yard,,"named “Metal Recycling” yards (Skokie, Evanston, Des Plaines, etc.)",,,US,,
🚛 Indiana,🚛 Indiana,Unknown,,,,,US,,
(you already have a deep list; recap majors),(you already have a deep list; recap majors),Unknown,,,,,US,,
OmniSource,"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
MetalX,MetalX,Scrap Yard,https://www.metalx.com/,,,,US,,
Mervis Recycling,Mervis Recycling,Scrap Yard,,,,,US,,
Newco Metals,Newco Metals,Scrap Yard,https://www.newcometals.com/,,,,US,,
River Metals Recycling,River Metals Recycling (RMR),Scrap Yard,https://www.rmrecycling.com/,,,,US,,
Sims Metal,Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
Scrap Metal Services,Scrap Metal Services,Scrap Yard,https://www.scrapmetalservices.com/,,,,US,,
AMG Resources,AMG Resources,Unknown,,,,,US,,
Winski Brothers / Oscar Winski,Winski Brothers / Oscar Winski,Unknown,,,,,US,,
Schupan,Schupan,Unknown,https://www.schupan.com/,,,,US,,
Sam Winer,Sam Winer,Unknown,,,,,US,,
CMA Recycling,CMA Recycling,Scrap Yard,,,,,US,,
Red Ball Recycling,Red Ball Recycling,Scrap Yard,,,,,US,,
Metal Source (multiple),Metal Source (multiple),Scrap Yard,,,,,US,,
Dumes,Dumes,Unknown,,,,,US,,
QRS Recycling,QRS Recycling,Scrap Yard,,,,,US,,
Bedford Recycling,Bedford Recycling,Scrap Yard,,,,,US,,
JB’s Salvage,JB’s Salvage,Unknown,,,,,US,,
Dynamic Metal Recycling,Dynamic Metal Recycling,Scrap Yard,,,,,US,,
Material Recycling Inc,Material Recycling Inc,Scrap Yard,,,,,US,,
East Chicago Metal Recyclers,East Chicago Metal Recyclers,Scrap Yard,,,,,US,,
Hobart Iron & Metal,Hobart Iron & Metal,Scrap Yard,,,,,US,,
Elkhart Metal Recyclers,Elkhart Metal Recyclers,Scrap Yard,,,,,US,,
Evansville Iron & Metal,Evansville Iron & Metal,Scrap Yard,,,,,US,,
🚛 Iowa,🚛 Iowa,Unknown,,,,,US,,
"Alter Trading (massive presence – Davenport, Dubuque, etc.)",Alter Trading Corporation,Scrap Yard,https://www.altertrading.com/,"Davenport, Dubuque, etc.)",,,US,,
City Carton Recycling (now part of a larger group),City Carton Recycling (now part of a larger group),Scrap Yard,,,,,US,,
Midwest Metal Recycling,Midwest Metal Recycling,Scrap Yard,,,,,US,,
Rasmussen’s Iron & Metal,Rasmussen’s Iron & Metal,Scrap Yard,,,,,US,,
A-Line E-Scrap,A-Line E-Scrap,Scrap Yard,,Line E-Scrap,,,US,,
MDI (Metal Distribution / scrap partners),MDI (Metal Distribution / scrap partners),Scrap Yard,,,,,US,,
Ames Recycling Center,Ames Recycling Center,Scrap Yard,,,,,US,,
Des Moines Iron & Supply,Des Moines Iron & Supply,Unknown,,,,,US,,
🚛 Kansas,🚛 Kansas,Unknown,,,,,US,,
Wichita Iron & Metals,Wichita Iron & Metals,Scrap Yard,,,,,US,,
Grossman Iron & Steel (regional brokers),Grossman Iron & Steel (regional brokers),Unknown,,,,,US,,
Advantage Metals Recycling (AMR – owned by Alter/TMR),Advantage Metals Recycling (AMR – owned by Alter/TMR),Scrap Yard,,owned by Alter/TMR),,,US,,
CMC Recycling (Kansas City KS),Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
Padnos / regional brokers around KC/Topeka,PADNOS,Scrap Yard,https://www.padnos.com/,/ regional brokers around KC/Topeka,,,US,,
Harper Industries / scrap arms,Harper Industries / scrap arms,Scrap Yard,,,,,US,,
Scrap Management of Kansas,Scrap Management of Kansas,Scrap Yard,,,,,US,,
🚛 Kentucky,🚛 Kentucky,Unknown,,,,,US,,
(recapping),(recapping),Unknown,,,,,US,,
River Metals Recycling (RMR) – heavy statewide,River Metals Recycling (RMR),Scrap Yard,https://www.rmrecycling.com/,heavy statewide,,,US,,
"Cohen Recycling (Walton, Lexington, etc.)","Cohen Recycling (Walton, Lexington, etc.)",Scrap Yard,,,,,US,,
Mansbach Metal Co.,Mansbach Metal Co.,Scrap Yard,,,,,US,,
SA Recycling (Bowling Green/Owensboro),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Bowling Green/Owensboro),,,US,,
Freedom Metals,Freedom Metals,Scrap Yard,,,,,US,,
Blue Grass Recycling,Blue Grass Recycling,Scrap Yard,,,,,US,,
Jasper Recycling (London),Jasper Recycling (London),Scrap Yard,,,,,US,,
Hartford Recycling,Hartford Recycling,Scrap Yard,,,,,US,,
Green State Metals,Green State Metals,Scrap Yard,,,,,US,,
Highway 60 Recycling,Highway 60 Recycling,Scrap Yard,,,,,US,,
Murray Recycling,Murray Recycling,Scrap Yard,,,,,US,,
Eastern Kentucky Recycling,Eastern Kentucky Recycling,Scrap Yard,,,,,US,,
CMR Scrap,CMR Scrap,Scrap Yard,,,,,US,,
Iron Dogs Recycling,Iron Dogs Recycling,Scrap Yard,,,,,US,,
🚛 Louisiana,🚛 Louisiana,Unknown,,,,,US,,
Southern Recycling,Southern Recycling,Scrap Yard,,,,,US,,
"CMC Recycling (Shreveport, Monroe)",Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
SA Recycling (New Orleans / port sites),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(New Orleans / port sites),,,US,,
"EMR Metal Recycling (NOLA, Baton Rouge)",EMR (European Metal Recycling),Scrap Yard,https://us.emrgroup.com/,,,,US,,
Schnitzer / Radius Recycling,Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
NOLA Scrap Metal Recycling,NOLA Scrap Metal Recycling,Scrap Yard,,,,,US,,
Bayou Metals,Bayou Metals,Scrap Yard,,,,,US,,
Baton Rouge Scrap Metal,Baton Rouge Scrap Metal,Scrap Yard,,,,,US,,
Louisiana Scrap Metal Recycling,Louisiana Scrap Metal Recycling,Scrap Yard,,,,,US,,
Gulf Coast Scrap & Salvage,Gulf Coast Scrap & Salvage,Scrap Yard,,,,,US,,
🚛 Maine,🚛 Maine,Unknown,,,,,US,,
Schnitzer / Radius Recycling (Portland),Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
Grimmel Industries,Grimmel Industries,Unknown,,,,,US,,
Central Maine Metals Recycling,Central Maine Metals Recycling,Scrap Yard,,,,,US,,
Maine Metal Recycling,Maine Metal Recycling,Scrap Yard,,,,,US,,
Pine Tree Waste / Casella affiliates (metals via MRFs),Pine Tree Waste / Casella affiliates (metals via MRFs),Scrap Yard,,,,,US,,
Aim Recycling (northern New England presence from AIM/Canada),Aim Recycling (northern New England presence from AIM/Canada),Scrap Yard,,,,,US,,
🚛 Maryland,🚛 Maryland,Unknown,,,,,US,,
EMR Group (Baltimore),EMR (European Metal Recycling),Scrap Yard,https://us.emrgroup.com/,,,,US,,
United Scrap Metal (regional),United Scrap Metal (regional),Scrap Yard,,,,,US,,
PSC Metals,PSC Metals,Scrap Yard,https://www.pscmetals.com/,,,,US,,
Potomac Metals,Potomac Metals,Scrap Yard,,,,,US,,
Montgomery Scrap Corp.,Montgomery Scrap Corp.,Scrap Yard,,,,,US,,
Baltimore Scrap Corp.,Baltimore Scrap Corp.,Scrap Yard,,,,,US,,
Cambridge Iron & Metal,Cambridge Iron & Metal,Scrap Yard,,,,,US,,
G&G Metals,G&G Metals,Scrap Yard,,,,,US,,
Metro Re-Uzit / auto salvage with metals,Metro Re-Uzit / auto salvage with metals,Scrap Yard,,Uzit / auto salvage with metals,,,US,,
🚛 Massachusetts,🚛 Massachusetts,Unknown,,,,,US,,
Schnitzer / Radius Recycling,Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
E.L. Harvey & Sons (now part of a larger group),E.L. Harvey & Sons (now part of a larger group),Unknown,,,,,US,,
Allied Recycling Center,Allied Recycling Center,Scrap Yard,,,,,US,,
Framingham Salvage,Framingham Salvage,Unknown,,,,,US,,
Mid-City Scrap Iron & Salvage,Mid-City Scrap Iron & Salvage,Scrap Yard,,City Scrap Iron & Salvage,,,US,,
Joseph Freedman Co.,Joseph Freedman Co.,Unknown,,,,,US,,
Everett’s Metals,Everett’s Metals,Scrap Yard,,,,,US,,
City Recycling Inc. (Boston),City Recycling Inc. (Boston),Scrap Yard,,,,,US,,
🚛 Michigan,🚛 Michigan,Unknown,,,,,US,,
"(recap, slightly extended)","(recap, slightly extended)",Unknown,,,,,US,,
PADNOS,PADNOS,Scrap Yard,https://www.padnos.com/,,,,US,,
GLR Advanced Recycling,GLR Advanced Recycling,Scrap Yard,https://www.glradvanced.com/,,,,US,,
Ferrous Processing & Trading (FPT),Ferrous Processing & Trading (FPT),Unknown,https://www.ferrousprocessing.com/,,,,US,,
Schupan Industrial Recycling,Schupan Industrial Recycling,Scrap Yard,,,,,US,,
Huron Valley Steel,Huron Valley Steel,Scrap Yard,https://www.hvss.net/,,,,US,,
Fritz Enterprises,Fritz Enterprises,Unknown,,,,,US,,
Kimmel Scrap Iron & Metal,Kimmel Scrap Iron & Metal,Scrap Yard,,,,,US,,
McNichols Scrap,McNichols Scrap,Scrap Yard,,,,,US,,
Sikora Metals,Sikora Metals,Scrap Yard,,,,,US,,
Winston Brothers,Winston Brothers,Unknown,,,,,US,,
GT Scrap,GT Scrap,Scrap Yard,,,,,US,,
Strong Steel Products,Strong Steel Products,Unknown,,,,,US,,
GLE Scrap Metal,GLE Scrap Metal,Scrap Yard,,,,,US,,
Negaunee Iron & Metal,Negaunee Iron & Metal,Scrap Yard,,,,,US,,
Schneider’s Iron & Metal (MI side),Schneider’s Iron & Metal (MI side),Scrap Yard,,,,,US,,
SLC Recycling,SLC Recycling,Scrap Yard,,,,,US,,
West Side Iron & Metal,West Side Iron & Metal,Scrap Yard,,,,,US,,
Beacon Recycling,Beacon Recycling,Scrap Yard,,,,,US,,
Grand Rapids Iron & Metal,Grand Rapids Iron & Metal,Scrap Yard,,,,,US,,
Division Metals,Division Metals,Scrap Yard,,,,,US,,
Lansing Recycling Center,Lansing Recycling Center,Scrap Yard,,,,,US,,
🚛 Minnesota,🚛 Minnesota,Unknown,,,,,US,,
Northern Metal Recycling (EMR),EMR (European Metal Recycling),Scrap Yard,https://us.emrgroup.com/,,,,US,,
Alter Trading,Alter Trading Corporation,Scrap Yard,https://www.altertrading.com/,,,,US,,
Dem-Con Metal Recycling,Dem-Con Metal Recycling,Scrap Yard,,Con Metal Recycling,,,US,,
American Iron & Supply,American Iron & Supply,Unknown,,,,,US,,
Metro Metals Recycling,Metro Metals Recycling,Scrap Yard,,,,,US,,
Crow Wing Recycling,Crow Wing Recycling,Scrap Yard,,,,,US,,
K&K Metal Recycling (regional),K&K Metal Recycling (regional),Scrap Yard,,,,,US,,
West Recycling Center,West Recycling Center,Scrap Yard,,,,,US,,
Duluth Steel / scrap yards on Lake Superior,Duluth Steel / scrap yards on Lake Superior,Scrap Yard,,,,,US,,
🚛 Mississippi,🚛 Mississippi,Unknown,,,,,US,,
Southern Recycling,Southern Recycling,Scrap Yard,,,,,US,,
Schnitzer / Radius (select ports),Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
CMC Recycling (Jackson areas),Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
Holmes Recycling,Holmes Recycling,Scrap Yard,,,,,US,,
Mississippi Recycling Services,Mississippi Recycling Services,Scrap Yard,,,,,US,,
Meridian Scrap,Meridian Scrap,Scrap Yard,,,,,US,,
Gulf Coast Scrap,Gulf Coast Scrap,Scrap Yard,,,,,US,,
🚛 Missouri,🚛 Missouri,Unknown,,,,,US,,
"Alter Trading (St. Louis, Kansas City, etc.)",Alter Trading Corporation,Scrap Yard,https://www.altertrading.com/,,,,US,,
Garden Street Iron & Metal (St. Louis),Garden Street Iron & Metal (St. Louis),Scrap Yard,,,,,US,,
PSC Metals,PSC Metals,Scrap Yard,https://www.pscmetals.com/,,,,US,,
Advantage Metals Recycling,Advantage Metals Recycling,Scrap Yard,,,,,US,,
SA Recycling (KC area),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(KC area),,,US,,
Grossman Iron & Steel,Grossman Iron & Steel,Unknown,,,,,US,,
Valley Metals Recycling,Valley Metals Recycling,Scrap Yard,,,,,US,,
Midwest Recycling Center,Midwest Recycling Center,Scrap Yard,,,,,US,,
Missouri Recycling Association members (numerous small yards),Missouri Recycling Association members (numerous small yards),Scrap Yard,,,,,US,,
🚛 Montana,🚛 Montana,Unknown,,,,,US,,
Pacific Steel & Recycling (statewide),Pacific Steel & Recycling (statewide),Scrap Yard,,,,,US,,
Pacific Recycling,Pacific Recycling,Scrap Yard,,,,,US,,
Montana Metal Recycling,Montana Metal Recycling,Scrap Yard,,,,,US,,
Helena Recycling,Helena Recycling,Scrap Yard,,,,,US,,
Billings Recycling,Billings Recycling,Scrap Yard,,,,,US,,
🚛 Nebraska,🚛 Nebraska,Unknown,,,,,US,,
Alter Trading,Alter Trading Corporation,Scrap Yard,https://www.altertrading.com/,,,,US,,
Sadoff Iron & Metal (regional entry),Sadoff Iron & Metal (regional entry),Scrap Yard,,,,,US,,
Nebraska Scrap Metal,Nebraska Scrap Metal,Scrap Yard,,,,,US,,
Omaha Recycling,Omaha Recycling,Scrap Yard,,,,,US,,
Midwest Scrap Management,Midwest Scrap Management,Scrap Yard,,,,,US,,
Kearney Scrap & Iron,Kearney Scrap & Iron,Scrap Yard,,,,,US,,
🚛 Nevada,🚛 Nevada,Unknown,,,,,US,,
"SA Recycling (Las Vegas, Henderson)",SA Recycling,Scrap Yard,https://www.sarecycling.com/,"(Las Vegas, Henderson)",,,US,,
Nevada Recycling & Salvage,Nevada Recycling & Salvage,Scrap Yard,,,,,US,,
Sims Metal (Reno/Sparks),Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
Western Metals Recycling (OmniSource),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
Cash for Cars / auto yards with metal operations,Cash for Cars / auto yards with metal operations,Scrap Yard,,,,,US,,
ABC Recycling Las Vegas,ABC Recycling Las Vegas,Scrap Yard,,,,,US,,
Reno Salvage,Reno Salvage,Unknown,,,,,US,,
🚛 New Hampshire,🚛 New Hampshire,Unknown,,,,,US,,
Schnitzer / Radius Recycling (Concord/Manchester),Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
Granite State Salvage,Granite State Salvage,Unknown,,,,,US,,
All Metals Industries (more distribution but touches scrap),All Metals Industries (more distribution but touches scrap),Scrap Yard,,,,,US,,
Aim Recycling (northern NE footprint),Aim Recycling (northern NE footprint),Scrap Yard,,,,,US,,
Manchester Recycling Center,Manchester Recycling Center,Scrap Yard,,,,,US,,
🚛 New Jersey,🚛 New Jersey,Unknown,,,,,US,,
(huge scrap cluster),(huge scrap cluster),Scrap Yard,,,,,US,,
EMR / Camden Iron & Metal,EMR (European Metal Recycling),Scrap Yard,https://us.emrgroup.com/,,,,US,,
Sims Metal,Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
AMG Resources,AMG Resources,Unknown,,,,,US,,
United Scrap Metal,United Scrap Metal,Scrap Yard,,,,,US,,
Gerdau-linked yards,Gerdau-linked yards,Unknown,,linked yards,,,US,,
David J. Joseph / Nucor affiliates,Nucor Corporation,Steel Mill,https://www.nucor.com/,,,,US,,
Joseph Freedman Co. (regional presence),Joseph Freedman Co. (regional presence),Unknown,,,,,US,,
Marpal Disposal / scrap components,Marpal Disposal / scrap components,Scrap Yard,,,,,US,,
Newark Recycling,Newark Recycling,Scrap Yard,,,,,US,,
Jersey City Scrap,Jersey City Scrap,Scrap Yard,,,,,US,,
Bergen Recycling,Bergen Recycling,Scrap Yard,,,,,US,,
Eastern Metal Recycling,Eastern Metal Recycling,Scrap Yard,,,,,US,,
🚛 New Mexico,🚛 New Mexico,Unknown,,,,,US,,
Albuquerque Metal Recycling,Albuquerque Metal Recycling,Scrap Yard,,,,,US,,
SA Recycling (Albuquerque),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Albuquerque),,,US,,
Albuquerque Iron & Metal,Albuquerque Iron & Metal,Scrap Yard,,,,,US,,
Three Rivers Trading,Three Rivers Trading,Unknown,,,,,US,,
Mesa Steel,Mesa Steel,Unknown,,,,,US,,
Las Cruces Recycling,Las Cruces Recycling,Scrap Yard,,,,,US,,
Santa Fe Metal Recycling,Santa Fe Metal Recycling,Scrap Yard,,,,,US,,
🚛 New York,🚛 New York,Unknown,,,,,US,,
(very dense; sampling),(very dense; sampling),Unknown,,,,,US,,
"Sims Metal (NYC, Long Island)",Sims Limited,Scrap Yard,https://www.simsltd.com/,,,,US,,
Gershow Recycling,Gershow Recycling,Scrap Yard,,,,,US,,
OmniSource (upstate via acquisitions),"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
Upstate Shredding – Weitsman Recycling,Upstate Shredding – Weitsman Recycling,Scrap Yard,https://www.upstateshredding.com/,Weitsman Recycling,,,US,,
EMR (upstate yards),EMR (European Metal Recycling),Scrap Yard,https://us.emrgroup.com/,,,,US,,
PK Metals,PK Metals,Scrap Yard,,,,,US,,
Gershow Recycling (multiple LI sites),Gershow Recycling (multiple LI sites),Scrap Yard,,,,,US,,
Kiwanis Scrap / smaller yards,Kiwanis Scrap / smaller yards,Scrap Yard,,,,,US,,
Allied Alloys,Allied Alloys,Unknown,,,,,US,,
Liberty Iron & Metal (regional),Liberty Iron & Metal (regional),Scrap Yard,,,,,US,,
Brooklyn Scrap Metal,Brooklyn Scrap Metal,Scrap Yard,,,,,US,,
Queens Metal Recycling,Queens Metal Recycling,Scrap Yard,,,,,US,,
Bronx Scrap Metal,Bronx Scrap Metal,Scrap Yard,,,,,US,,
Buffalo Iron & Metal,Buffalo Iron & Metal,Scrap Yard,,,,,US,,
Rochester Scrap & Metal,Rochester Scrap & Metal,Scrap Yard,,,,,US,,
Syracuse Haulers / scrap affiliates,Syracuse Haulers / scrap affiliates,Scrap Yard,,,,,US,,
Metalico (Buffalo/Rochester),"Metalico, Inc.",Scrap Yard,https://www.metalico.com/,,,,US,,
🚛 North Carolina,🚛 North Carolina,Unknown,,,,,US,,
SA Recycling (Charlotte),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Charlotte),,,US,,
OmniSource (Steel Dynamics),"Steel Dynamics, Inc.",Steel Mill,https://www.steeldynamics.com/,,,,US,,
Schnitzer / Radius Recycling,Radius Recycling (Schnitzer Steel),Scrap Yard,https://www.radiusrecycling.com/,,,,US,,
CMC Recycling (various NC cities),Commercial Metals Company,Scrap Yard,https://www.cmc.com/,,,,US,,
Foothills Recycling,Foothills Recycling,Scrap Yard,,,,,US,,
Morris Scrap Metal,Morris Scrap Metal,Scrap Yard,,,,,US,,
Raleigh Metals Processors,Raleigh Metals Processors,Scrap Yard,,,,,US,,
Biltmore Iron & Metal,Biltmore Iron & Metal,Scrap Yard,,,,,US,,
TT&E Iron & Metal,TT&E Iron & Metal,Scrap Yard,,,,,US,,
Catawba County Recycling,Catawba County Recycling,Scrap Yard,,,,,US,,
🚛 North Dakota,🚛 North Dakota,Unknown,,,,,US,,
Pacific Steel & Recycling,Pacific Steel & Recycling,Scrap Yard,https://www.pacific-steel.com/,,,,US,,
Dakota Recycling & Transfer,Dakota Recycling & Transfer,Scrap Yard,,,,,US,,
Fargo Iron & Metal,Fargo Iron & Metal,Scrap Yard,,,,,US,,
Minot Scrap & Salvage,Minot Scrap & Salvage,Scrap Yard,,,,,US,,
Grand Forks Salvage,Grand Forks Salvage,Unknown,,,,,US,,
🚛 Ohio,🚛 Ohio,Unknown,,,,,US,,
"(recapped, extended)","(recapped, extended)",Unknown,,,,,US,,
PSC Metals,PSC Metals,Scrap Yard,https://www.pscmetals.com/,,,,US,,
OmniSource,"OmniSource, LLC",Scrap Yard,https://www.omnisource.com/,,,,US,,
Cohen Recycling,Cohen Recycling,Scrap Yard,https://www.cohenusa.com/,,,,US,,
SA Recycling (Cleveland),SA Recycling,Scrap Yard,https://www.sarecycling.com/,(Cleveland),,,US,,
Metalico (Youngstown/Warren),"Metalico, Inc.",Scrap Yard,https://www.metalico.com/,,,,US,,
Sims Brothers (Marion/Delaware),Sims Brothers (Marion/Delaware),Unknown,,,,,US,,
City Scrap & Salvage (Akron),City Scrap & Salvage (Akron),Scrap Yard,,,,,US,,
River Recycling,River Recycling,Scrap Yard,,,,,US,,
Potomac / Garden Street (Cincinnati area via RMR),Potomac / Garden Street (Cincinnati area via RMR),Unknown,,,,,US,,
Niles Iron & Metal,Niles Iron & Metal,Scrap Yard,,,,,US,,
IHS Metal Recycling (Columbus),IHS Metal Recycling (Columbus),Scrap Yard,,,,,US,,
Milliron Recycling,Milliron Recycling,Scrap Yard,,,,,US,,
Buckeye Recycling,Buckeye Recycling,Scrap Yard,,,,,US,,
Akron Metal Recycling,Akron Metal Recycling,Scrap Yard,,,,,US,,
Canton Metal Recycling,Canton Metal Recycling,Scrap Yard,,,,,US,,
Cleveland Industrial Metals,Cleveland Industrial Metals,Scrap Yard,,,,,US,,
Cleveland Metal Exchange,Cleveland Metal Exchange,Scrap Yard,,,,,US,,
